tweet_id,score,model_version,computed_at
1467834239,-1.0,sentiment140,2009-04-06 22:25:53
1467834265,-1.0,sentiment140,2009-04-06 22:25:54
1467834284,-1.0,sentiment140,2009-04-06 22:25:54
1467834400,-1.0,sentiment140,2009-04-06 22:25:56
1467834817,-1.0,sentiment140,2009-04-06 22:26:02
1467835085,-1.0,sentiment140,2009-04-06 22:26:06
1467835198,-1.0,sentiment140,2009-04-06 22:26:08
1467835305,-1.0,sentiment140,2009-04-06 22:26:10
1467835345,-1.0,sentiment140,2009-04-06 22:26:10
1467835577,-1.0,sentiment140,2009-04-06 22:26:14
1467835880,-1.0,sentiment140,2009-04-06 22:26:18
1467836024,-1.0,sentiment140,2009-04-06 22:26:21
1467836111,-1.0,sentiment140,2009-04-06 22:26:22
1467836448,-1.0,sentiment140,2009-04-06 22:26:27
1467836500,-1.0,sentiment140,2009-04-06 22:26:28
1467836576,-1.0,sentiment140,2009-04-06 22:26:29
1467836583,-1.0,sentiment140,2009-04-06 22:26:29
1467836859,-1.0,sentiment140,2009-04-06 22:26:33
1467836873,-1.0,sentiment140,2009-04-06 22:26:33
1467837189,-1.0,sentiment140,2009-04-06 22:26:38
1467837384,-1.0,sentiment140,2009-04-06 22:26:42
1467837470,-1.0,sentiment140,2009-04-06 22:26:43
1467837579,-1.0,sentiment140,2009-04-06 22:26:45
1467837602,-1.0,sentiment140,2009-04-06 22:26:45
1467837762,-1.0,sentiment140,2009-04-06 22:26:48
1467837819,-1.0,sentiment140,2009-04-06 22:26:49
1467837888,-1.0,sentiment140,2009-04-06 22:26:52
1467838188,-1.0,sentiment140,2009-04-06 22:26:54
1467838189,-1.0,sentiment140,2009-04-06 22:26:54
1467838362,-1.0,sentiment140,2009-04-06 22:26:57
1467838419,-1.0,sentiment140,2009-04-06 22:27:00
1467838433,-1.0,sentiment140,2009-04-06 22:26:58
1467838630,-1.0,sentiment140,2009-04-06 22:27:02
1467839007,-1.0,sentiment140,2009-04-06 22:27:08
1467839405,-1.0,sentiment140,2009-04-06 22:27:15
1467839450,-1.0,sentiment140,2009-04-06 22:27:16
1467839477,-1.0,sentiment140,2009-04-06 22:27:16
1467839586,-1.0,sentiment140,2009-04-06 22:27:18
1467839737,-1.0,sentiment140,2009-04-06 22:27:21
1467839816,-1.0,sentiment140,2009-04-06 22:27:22
1467840016,-1.0,sentiment140,2009-04-06 22:27:25
1467840386,-1.0,sentiment140,2009-04-06 22:27:31
1467840552,-1.0,sentiment140,2009-04-06 22:27:34
1467840629,-1.0,sentiment140,2009-04-06 22:27:35
1467841189,-1.0,sentiment140,2009-04-06 22:27:45
1467841204,-1.0,sentiment140,2009-04-06 22:27:45
1467841832,-1.0,sentiment140,2009-04-06 22:27:55
1467841885,-1.0,sentiment140,2009-04-06 22:27:56
1467841897,-1.0,sentiment140,2009-04-06 22:27:56
1467841969,-1.0,sentiment140,2009-04-06 22:27:57
1467842107,-1.0,sentiment140,2009-04-06 22:28:02
1467842299,-1.0,sentiment140,2009-04-06 22:28:03
1467842377,-1.0,sentiment140,2009-04-06 22:28:04
1467842448,-1.0,sentiment140,2009-04-06 22:28:05
1467842568,-1.0,sentiment140,2009-04-06 22:28:07
1467842607,-1.0,sentiment140,2009-04-06 22:28:09
1467842832,-1.0,sentiment140,2009-04-06 22:28:11
1467842837,-1.0,sentiment140,2009-04-06 22:28:11
1467843075,-1.0,sentiment140,2009-04-06 22:28:15
1467843215,-1.0,sentiment140,2009-04-06 22:28:18
1467843470,-1.0,sentiment140,2009-04-06 22:28:21
1467843568,-1.0,sentiment140,2009-04-06 22:28:23
1467843624,-1.0,sentiment140,2009-04-06 22:28:24
1467843647,-1.0,sentiment140,2009-04-06 22:28:24
1467843734,-1.0,sentiment140,2009-04-06 22:28:26
1467843740,-1.0,sentiment140,2009-04-06 22:28:26
1467844097,-1.0,sentiment140,2009-04-06 22:28:33
1467844140,-1.0,sentiment140,2009-04-06 22:28:32
1467844157,-1.0,sentiment140,2009-04-06 22:28:32
1467844505,-1.0,sentiment140,2009-04-06 22:28:38
1467844540,-1.0,sentiment140,2009-04-06 22:28:38
1467844907,-1.0,sentiment140,2009-04-06 22:28:45
1467845095,-1.0,sentiment140,2009-04-06 22:28:48
1467845157,-1.0,sentiment140,2009-04-06 22:28:51
1467852031,-1.0,sentiment140,2009-04-06 22:30:34
1467852067,-1.0,sentiment140,2009-04-06 22:30:34
1467852789,-1.0,sentiment140,2009-04-06 22:30:45
1467853135,-1.0,sentiment140,2009-04-06 22:30:50
1467853356,-1.0,sentiment140,2009-04-06 22:30:54
1467853431,-1.0,sentiment140,2009-04-06 22:30:55
1467853479,-1.0,sentiment140,2009-04-06 22:30:56
1467854062,-1.0,sentiment140,2009-04-06 22:31:05
1467854345,-1.0,sentiment140,2009-04-06 22:31:09
1467854706,-1.0,sentiment140,2009-04-06 22:31:15
1467854917,-1.0,sentiment140,2009-04-06 22:31:18
1467855673,-1.0,sentiment140,2009-04-06 22:31:29
1467855812,-1.0,sentiment140,2009-04-06 22:31:31
1467855981,-1.0,sentiment140,2009-04-06 22:31:37
1467856044,-1.0,sentiment140,2009-04-06 22:31:35
1467856352,-1.0,sentiment140,2009-04-06 22:31:40
1467856426,-1.0,sentiment140,2009-04-06 22:31:41
1467856497,-1.0,sentiment140,2009-04-06 22:31:43
1467856632,-1.0,sentiment140,2009-04-06 22:31:45
1467856821,-1.0,sentiment140,2009-04-06 22:31:48
1467856919,-1.0,sentiment140,2009-04-06 22:31:50
1467857221,-1.0,sentiment140,2009-04-06 22:31:54
1467857297,-1.0,sentiment140,2009-04-06 22:31:56
1467857378,-1.0,sentiment140,2009-04-06 22:31:57
1467857511,-1.0,sentiment140,2009-04-06 22:31:59
1467857722,-1.0,sentiment140,2009-04-06 22:32:02
1467857975,-1.0,sentiment140,2009-04-06 22:32:06
1467858363,-1.0,sentiment140,2009-04-06 22:32:12
1467858627,-1.0,sentiment140,2009-04-06 22:32:16
1467858869,-1.0,sentiment140,2009-04-06 22:32:20
1467859025,-1.0,sentiment140,2009-04-06 22:32:22
1467859066,-1.0,sentiment140,2009-04-06 22:32:23
1467859408,-1.0,sentiment140,2009-04-06 22:32:28
1467859436,-1.0,sentiment140,2009-04-06 22:32:28
1467859558,-1.0,sentiment140,2009-04-06 22:32:30
1467859666,-1.0,sentiment140,2009-04-06 22:32:31
1467859820,-1.0,sentiment140,2009-04-06 22:32:36
1467859922,-1.0,sentiment140,2009-04-06 22:32:35
1467860144,-1.0,sentiment140,2009-04-06 22:32:38
1467860268,-1.0,sentiment140,2009-04-06 22:32:40
1467860895,-1.0,sentiment140,2009-04-06 22:32:50
1467860904,-1.0,sentiment140,2009-04-06 22:32:51
1467861095,-1.0,sentiment140,2009-04-06 22:32:54
1467861413,-1.0,sentiment140,2009-04-06 22:32:58
1467861522,-1.0,sentiment140,2009-04-06 22:33:00
1467861571,-1.0,sentiment140,2009-04-06 22:33:01
1467862213,-1.0,sentiment140,2009-04-06 22:33:11
1467862313,-1.0,sentiment140,2009-04-06 22:33:13
1467862355,-1.0,sentiment140,2009-04-06 22:33:13
1467862411,-1.0,sentiment140,2009-04-06 22:33:16
1467862710,-1.0,sentiment140,2009-04-06 22:33:20
1467862806,-1.0,sentiment140,2009-04-06 22:33:21
1467863072,-1.0,sentiment140,2009-04-06 22:33:25
1467863415,-1.0,sentiment140,2009-04-06 22:33:31
1467863507,-1.0,sentiment140,2009-04-06 22:33:32
1467863508,-1.0,sentiment140,2009-04-06 22:33:32
1467863633,-1.0,sentiment140,2009-04-06 22:33:34
1467863684,-1.0,sentiment140,2009-04-06 22:33:35
1467863716,-1.0,sentiment140,2009-04-06 22:33:35
1467864250,-1.0,sentiment140,2009-04-06 22:33:44
1467870864,-1.0,sentiment140,2009-04-06 22:35:29
1467870866,-1.0,sentiment140,2009-04-06 22:35:29
1467871007,-1.0,sentiment140,2009-04-06 22:35:31
1467871040,-1.0,sentiment140,2009-04-06 22:35:31
1467871223,-1.0,sentiment140,2009-04-06 22:35:35
1467871226,-1.0,sentiment140,2009-04-06 22:35:36
1467871545,-1.0,sentiment140,2009-04-06 22:35:40
1467871552,-1.0,sentiment140,2009-04-06 22:35:40
1467871661,-1.0,sentiment140,2009-04-06 22:35:41
1467871754,-1.0,sentiment140,2009-04-06 22:35:43
1467871844,-1.0,sentiment140,2009-04-06 22:35:44
1467871917,-1.0,sentiment140,2009-04-06 22:35:46
1467871956,-1.0,sentiment140,2009-04-06 22:35:46
1467872136,-1.0,sentiment140,2009-04-06 22:35:51
1467872175,-1.0,sentiment140,2009-04-06 22:35:50
1467872181,-1.0,sentiment140,2009-04-06 22:35:50
1467872218,-1.0,sentiment140,2009-04-06 22:35:50
1467872247,-1.0,sentiment140,2009-04-06 22:35:51
1467872309,-1.0,sentiment140,2009-04-06 22:35:51
1467872355,-1.0,sentiment140,2009-04-06 22:35:52
1467872594,-1.0,sentiment140,2009-04-06 22:35:56
1467872638,-1.0,sentiment140,2009-04-06 22:35:59
1467872759,-1.0,sentiment140,2009-04-06 22:35:59
1467872940,-1.0,sentiment140,2009-04-06 22:36:02
1467873004,-1.0,sentiment140,2009-04-06 22:36:03
1467873227,-1.0,sentiment140,2009-04-06 22:36:06
1467873256,-1.0,sentiment140,2009-04-06 22:36:06
1467873467,-1.0,sentiment140,2009-04-06 22:36:10
1467873592,-1.0,sentiment140,2009-04-06 22:36:15
1467873828,-1.0,sentiment140,2009-04-06 22:36:16
1467873980,-1.0,sentiment140,2009-04-06 22:36:19
1467874103,-1.0,sentiment140,2009-04-06 22:36:20
1467874479,-1.0,sentiment140,2009-04-06 22:36:26
1467874569,-1.0,sentiment140,2009-04-06 22:36:27
1467874916,-1.0,sentiment140,2009-04-06 22:36:33
1467875163,-1.0,sentiment140,2009-04-06 22:36:38
1467875208,-1.0,sentiment140,2009-04-06 22:36:39
1467875930,-1.0,sentiment140,2009-04-06 22:36:51
1467876016,-1.0,sentiment140,2009-04-06 22:36:52
1467876133,-1.0,sentiment140,2009-04-06 22:36:54
1467876652,-1.0,sentiment140,2009-04-06 22:37:03
1467876711,-1.0,sentiment140,2009-04-06 22:37:04
1467876944,-1.0,sentiment140,2009-04-06 22:37:07
1467877496,-1.0,sentiment140,2009-04-06 22:37:16
1467877833,-1.0,sentiment140,2009-04-06 22:37:22
1467877865,-1.0,sentiment140,2009-04-06 22:37:23
1467878057,-1.0,sentiment140,2009-04-06 22:37:26
1467878557,-1.0,sentiment140,2009-04-06 22:37:36
1467878633,-1.0,sentiment140,2009-04-06 22:37:35
1467878929,-1.0,sentiment140,2009-04-06 22:37:40
1467878971,-1.0,sentiment140,2009-04-06 22:37:41
1467878983,-1.0,sentiment140,2009-04-06 22:37:41
1467879203,-1.0,sentiment140,2009-04-06 22:37:44
1467879314,-1.0,sentiment140,2009-04-06 22:37:46
1467879328,-1.0,sentiment140,2009-04-06 22:37:46
1467879480,-1.0,sentiment140,2009-04-06 22:37:49
1467879984,-1.0,sentiment140,2009-04-06 22:37:57
1467880085,-1.0,sentiment140,2009-04-06 22:37:59
1467880431,-1.0,sentiment140,2009-04-06 22:38:04
1467880442,-1.0,sentiment140,2009-04-06 22:38:04
1467880463,-1.0,sentiment140,2009-04-06 22:38:04
1467880692,-1.0,sentiment140,2009-04-06 22:38:08
1467881131,-1.0,sentiment140,2009-04-06 22:38:14
1467881373,-1.0,sentiment140,2009-04-06 22:38:18
1467881376,-1.0,sentiment140,2009-04-06 22:38:20
1467881457,-1.0,sentiment140,2009-04-06 22:38:20
1467881474,-1.0,sentiment140,2009-04-06 22:38:20
1467881686,-1.0,sentiment140,2009-04-06 22:38:24
1467881809,-1.0,sentiment140,2009-04-06 22:38:26
1467881897,-1.0,sentiment140,2009-04-06 22:38:30
1467881920,-1.0,sentiment140,2009-04-06 22:38:28
1467882140,-1.0,sentiment140,2009-04-06 22:38:32
1467882491,-1.0,sentiment140,2009-04-06 22:38:37
1467882592,-1.0,sentiment140,2009-04-06 22:38:39
1467882902,-1.0,sentiment140,2009-04-06 22:38:44
1467888679,-1.0,sentiment140,2009-04-06 22:40:15
1467888732,-1.0,sentiment140,2009-04-06 22:40:18
1467888953,-1.0,sentiment140,2009-04-06 22:40:20
1467889231,-1.0,sentiment140,2009-04-06 22:40:24
1467889251,-1.0,sentiment140,2009-04-06 22:40:24
1467889334,-1.0,sentiment140,2009-04-06 22:40:26
1467889574,-1.0,sentiment140,2009-04-06 22:40:30
1467889791,-1.0,sentiment140,2009-04-06 22:40:33
1467889988,-1.0,sentiment140,2009-04-06 22:40:36
1467890079,-1.0,sentiment140,2009-04-06 22:40:38
1467890212,-1.0,sentiment140,2009-04-06 22:40:43
1467890222,-1.0,sentiment140,2009-04-06 22:40:40
1467890723,-1.0,sentiment140,2009-04-06 22:40:48
1467891826,-1.0,sentiment140,2009-04-06 22:41:07
1467891880,-1.0,sentiment140,2009-04-06 22:41:06
1467892075,-1.0,sentiment140,2009-04-06 22:41:09
1467892419,-1.0,sentiment140,2009-04-06 22:41:15
1467892515,-1.0,sentiment140,2009-04-06 22:41:16
1467892667,-1.0,sentiment140,2009-04-06 22:41:19
1467892720,-1.0,sentiment140,2009-04-06 22:41:20
1467892760,-1.0,sentiment140,2009-04-06 22:41:20
1467892889,-1.0,sentiment140,2009-04-06 22:41:22
1467892945,-1.0,sentiment140,2009-04-06 22:41:25
1467893163,-1.0,sentiment140,2009-04-06 22:41:27
1467893258,-1.0,sentiment140,2009-04-06 22:41:29
1467893275,-1.0,sentiment140,2009-04-06 22:41:29
1467893504,-1.0,sentiment140,2009-04-06 22:41:33
1467893730,-1.0,sentiment140,2009-04-06 22:41:36
1467894593,-1.0,sentiment140,2009-04-06 22:41:52
1467894600,-1.0,sentiment140,2009-04-06 22:41:51
1467894746,-1.0,sentiment140,2009-04-06 22:41:54
1467894749,-1.0,sentiment140,2009-04-06 22:41:54
1467894750,-1.0,sentiment140,2009-04-06 22:41:54
1467894786,-1.0,sentiment140,2009-04-06 22:41:55
1467894841,-1.0,sentiment140,2009-04-06 22:41:56
1467894898,-1.0,sentiment140,2009-04-06 22:41:57
1467895048,-1.0,sentiment140,2009-04-06 22:41:59
1467895109,-1.0,sentiment140,2009-04-06 22:42:00
1467895424,-1.0,sentiment140,2009-04-06 22:42:07
1467895478,-1.0,sentiment140,2009-04-06 22:42:06
1467895481,-1.0,sentiment140,2009-04-06 22:42:08
1467895712,-1.0,sentiment140,2009-04-06 22:42:10
1467896211,-1.0,sentiment140,2009-04-06 22:42:18
1467896253,-1.0,sentiment140,2009-04-06 22:42:19
1467896463,-1.0,sentiment140,2009-04-06 22:42:22
1467896777,-1.0,sentiment140,2009-04-06 22:42:28
1467896778,-1.0,sentiment140,2009-04-06 22:42:28
1467896898,-1.0,sentiment140,2009-04-06 22:42:30
1467896911,-1.0,sentiment140,2009-04-06 22:42:30
1467896996,-1.0,sentiment140,2009-04-06 22:42:32
1467897316,-1.0,sentiment140,2009-04-06 22:42:37
1467897981,-1.0,sentiment140,2009-04-06 22:42:47
1467898061,-1.0,sentiment140,2009-04-06 22:42:49
1467898076,-1.0,sentiment140,2009-04-06 22:42:51
1467898078,-1.0,sentiment140,2009-04-06 22:42:49
1467898511,-1.0,sentiment140,2009-04-06 22:42:56
1467898676,-1.0,sentiment140,2009-04-06 22:42:59
1467899025,-1.0,sentiment140,2009-04-06 22:43:06
1467899451,-1.0,sentiment140,2009-04-06 22:43:12
1467899605,-1.0,sentiment140,2009-04-06 22:43:15
1467899707,-1.0,sentiment140,2009-04-06 22:43:17
1467899753,-1.0,sentiment140,2009-04-06 22:43:18
1467900033,-1.0,sentiment140,2009-04-06 22:43:23
1467900037,-1.0,sentiment140,2009-04-06 22:43:22
1467900244,-1.0,sentiment140,2009-04-06 22:43:26
1467900431,-1.0,sentiment140,2009-04-06 22:43:29
1467900545,-1.0,sentiment140,2009-04-06 22:43:31
1467900898,-1.0,sentiment140,2009-04-06 22:43:38
1467901135,-1.0,sentiment140,2009-04-06 22:43:42
1467901188,-1.0,sentiment140,2009-04-06 22:43:43
1467901250,-1.0,sentiment140,2009-04-06 22:43:44
1467901346,-1.0,sentiment140,2009-04-06 22:43:46
1467901437,-1.0,sentiment140,2009-04-06 22:43:48
1467901500,-1.0,sentiment140,2009-04-06 22:43:49
1467901839,-1.0,sentiment140,2009-04-06 22:43:54
1467904302,-1.0,sentiment140,2009-04-06 22:44:34
1467905125,-1.0,sentiment140,2009-04-06 22:44:48
1467905378,-1.0,sentiment140,2009-04-06 22:44:52
1467905653,-1.0,sentiment140,2009-04-06 22:44:57
1467906151,-1.0,sentiment140,2009-04-06 22:45:05
1467906345,-1.0,sentiment140,2009-04-06 22:45:08
1467906496,-1.0,sentiment140,2009-04-06 22:45:10
1467906723,-1.0,sentiment140,2009-04-06 22:45:13
1467907298,-1.0,sentiment140,2009-04-06 22:45:22
1467907751,-1.0,sentiment140,2009-04-06 22:45:29
1467907876,-1.0,sentiment140,2009-04-06 22:45:31
1467908012,-1.0,sentiment140,2009-04-06 22:45:33
1467908134,-1.0,sentiment140,2009-04-06 22:45:37
1467908456,-1.0,sentiment140,2009-04-06 22:45:40
1467908672,-1.0,sentiment140,2009-04-06 22:45:44
1467908798,-1.0,sentiment140,2009-04-06 22:45:46
1467908853,-1.0,sentiment140,2009-04-06 22:45:47
1467909124,-1.0,sentiment140,2009-04-06 22:45:51
1467909222,-1.0,sentiment140,2009-04-06 22:45:53
1467909292,-1.0,sentiment140,2009-04-06 22:45:54
1467910531,-1.0,sentiment140,2009-04-06 22:46:14
1467910689,-1.0,sentiment140,2009-04-06 22:46:16
1467910932,-1.0,sentiment140,2009-04-06 22:46:20
1467910986,-1.0,sentiment140,2009-04-06 22:46:24
1467910995,-1.0,sentiment140,2009-04-06 22:46:22
1467911036,-1.0,sentiment140,2009-04-06 22:46:24
1467911302,-1.0,sentiment140,2009-04-06 22:46:27
1467911624,-1.0,sentiment140,2009-04-06 22:46:32
1467911846,-1.0,sentiment140,2009-04-06 22:46:36
1467912100,-1.0,sentiment140,2009-04-06 22:46:40
1467912333,-1.0,sentiment140,2009-04-06 22:46:44
1467912572,-1.0,sentiment140,2009-04-06 22:46:48
1467912842,-1.0,sentiment140,2009-04-06 22:46:53
1467912994,-1.0,sentiment140,2009-04-06 22:46:55
1467913111,-1.0,sentiment140,2009-04-06 22:46:57
1467913608,-1.0,sentiment140,2009-04-06 22:47:05
1467914434,-1.0,sentiment140,2009-04-06 22:47:22
1467914499,-1.0,sentiment140,2009-04-06 22:47:21
1467914916,-1.0,sentiment140,2009-04-06 22:47:28
1467915140,-1.0,sentiment140,2009-04-06 22:47:32
1467915612,-1.0,sentiment140,2009-04-06 22:47:40
1467915670,-1.0,sentiment140,2009-04-06 22:47:41
1467916510,-1.0,sentiment140,2009-04-06 22:47:56
1467916595,-1.0,sentiment140,2009-04-06 22:47:58
1467916695,-1.0,sentiment140,2009-04-06 22:48:00
1467916700,-1.0,sentiment140,2009-04-06 22:48:00
1467916820,-1.0,sentiment140,2009-04-06 22:48:02
1467916841,-1.0,sentiment140,2009-04-06 22:48:02
1467916851,-1.0,sentiment140,2009-04-06 22:48:03
1467916959,-1.0,sentiment140,2009-04-06 22:48:04
1467917177,-1.0,sentiment140,2009-04-06 22:48:08
1467917302,-1.0,sentiment140,2009-04-06 22:48:10
1467917484,-1.0,sentiment140,2009-04-06 22:48:13
1467917499,-1.0,sentiment140,2009-04-06 22:48:14
1467917718,-1.0,sentiment140,2009-04-06 22:48:17
1467917800,-1.0,sentiment140,2009-04-06 22:48:19
1467918015,-1.0,sentiment140,2009-04-06 22:48:23
1467918552,-1.0,sentiment140,2009-04-06 22:48:32
1467918560,-1.0,sentiment140,2009-04-06 22:48:32
1467918682,-1.0,sentiment140,2009-04-06 22:48:34
1467918728,-1.0,sentiment140,2009-04-06 22:48:35
1467918812,-1.0,sentiment140,2009-04-06 22:48:37
1467918850,-1.0,sentiment140,2009-04-06 22:48:38
1467919055,-1.0,sentiment140,2009-04-06 22:48:42
1467919452,-1.0,sentiment140,2009-04-06 22:48:48
1467919538,-1.0,sentiment140,2009-04-06 22:48:50
1467919762,-1.0,sentiment140,2009-04-06 22:48:53
1467919765,-1.0,sentiment140,2009-04-06 22:48:54
1467922983,-1.0,sentiment140,2009-04-06 22:49:51
1467923235,-1.0,sentiment140,2009-04-06 22:49:55
1467923247,-1.0,sentiment140,2009-04-06 22:49:55
1467923370,-1.0,sentiment140,2009-04-06 22:49:57
1467923445,-1.0,sentiment140,2009-04-06 22:49:58
1467923775,-1.0,sentiment140,2009-04-06 22:50:03
1467924273,-1.0,sentiment140,2009-04-06 22:50:11
1467924690,-1.0,sentiment140,2009-04-06 22:50:17
1467924823,-1.0,sentiment140,2009-04-06 22:50:19
1467925327,-1.0,sentiment140,2009-04-06 22:50:28
1467925657,-1.0,sentiment140,2009-04-06 22:50:34
1467926153,-1.0,sentiment140,2009-04-06 22:50:43
1467926444,-1.0,sentiment140,2009-04-06 22:50:48
1467926546,-1.0,sentiment140,2009-04-06 22:50:49
1467926632,-1.0,sentiment140,2009-04-06 22:50:51
1467927016,-1.0,sentiment140,2009-04-06 22:50:58
1467927126,-1.0,sentiment140,2009-04-06 22:51:00
1467927987,-1.0,sentiment140,2009-04-06 22:51:13
1467928014,-1.0,sentiment140,2009-04-06 22:51:14
1467928037,-1.0,sentiment140,2009-04-06 22:51:17
1467928300,-1.0,sentiment140,2009-04-06 22:51:19
1467928490,-1.0,sentiment140,2009-04-06 22:51:24
1467928676,-1.0,sentiment140,2009-04-06 22:51:25
1467928749,-1.0,sentiment140,2009-04-06 22:51:26
1467928764,-1.0,sentiment140,2009-04-06 22:51:27
1467929184,-1.0,sentiment140,2009-04-06 22:51:33
1467929230,-1.0,sentiment140,2009-04-06 22:51:34
1467929248,-1.0,sentiment140,2009-04-06 22:51:34
1467929601,-1.0,sentiment140,2009-04-06 22:51:40
1467929809,-1.0,sentiment140,2009-04-06 22:51:44
1467929915,-1.0,sentiment140,2009-04-06 22:51:46
1467930017,-1.0,sentiment140,2009-04-06 22:51:48
1467930083,-1.0,sentiment140,2009-04-06 22:51:49
1467930157,-1.0,sentiment140,2009-04-06 22:51:50
1467930220,-1.0,sentiment140,2009-04-06 22:51:51
1467930309,-1.0,sentiment140,2009-04-06 22:51:52
1467930341,-1.0,sentiment140,2009-04-06 22:51:53
1467930699,-1.0,sentiment140,2009-04-06 22:51:59
1467931027,-1.0,sentiment140,2009-04-06 22:52:07
1467931070,-1.0,sentiment140,2009-04-06 22:52:06
1467931396,-1.0,sentiment140,2009-04-06 22:52:11
1467931501,-1.0,sentiment140,2009-04-06 22:52:13
1467931736,-1.0,sentiment140,2009-04-06 22:52:19
1467931839,-1.0,sentiment140,2009-04-06 22:52:18
1467931983,-1.0,sentiment140,2009-04-06 22:52:21
1467932117,-1.0,sentiment140,2009-04-06 22:52:23
1467932208,-1.0,sentiment140,2009-04-06 22:52:25
